data,temperatura
2020/08/07,19.079166666666673
2020/08/08,17.579166666666666
2020/08/09,18.575
2020/08/10,19.59166666666667
2020/08/11,18.087500000000002
2020/08/12,14.97916666666667
2020/08/13,18.51739130434783
2020/08/14,18.212500000000002
2020/08/15,18.149999999999995
2020/08/16,17.3375
2020/08/17,17.43333333333333
2020/08/18,18.349999999999998
2020/08/19,18.6125
2020/08/20,13.391666666666667
2020/08/21,11.795833333333333
2020/08/22,12.241666666666665
2020/08/23,13.141666666666667
2020/08/24,16.783333333333335
2020/08/25,16.35416666666667
2020/08/26,18.479166666666668
2020/08/27,18.25833333333333
2020/08/28,20.141666666666666
2020/08/29,18.933333333333334
2020/08/30,19.479166666666664
2020/08/31,17.187499999999996
2020/09/01,16.50833333333333
2020/09/02,18.875
2020/09/03,21.40416666666667
2020/09/04,16.620833333333334
2020/09/05,16.479166666666668
2020/09/06,18.624999999999996
2020/09/07,17.745833333333337
2020/09/08,17.858333333333338
2020/09/09,19.62916666666666
2020/09/10,21.354166666666668
2020/09/11,20.116666666666667
2020/09/12,22.149999999999995
2020/09/13,21.795833333333334
2020/09/14,20.229166666666668
2020/09/15,16.65833333333333
2020/09/16,19.22916666666667
2020/09/17,19.604166666666668
2020/09/18,20.170833333333327
2020/09/19,20.691666666666666
2020/09/20,16.133333333333336
2020/09/21,15.612499999999999
2020/09/22,14.670833333333336
2020/09/23,18.2375
2020/09/24,21.541666666666668
2020/09/25,21.00416666666666
2020/09/26,21.258333333333333
2020/09/27,21.516666666666666
2020/09/28,20.845833333333335
2020/09/29,19.5125
2020/09/30,21.879166666666663
2020/10/01,25.066666666666663
2020/10/02,24.070833333333336
2020/10/03,20.07916666666667
2020/10/04,16.62916666666667
2020/10/05,20.066666666666666
2020/10/06,20.3375
2020/10/07,20.354166666666668
2020/10/08,19.850000000000005
2020/10/09,18.5125
2020/10/10,18.099999999999998
2020/10/11,19.129166666666666
2020/10/12,20.758333333333336
2020/10/13,19.3375
2020/10/14,20.020833333333332
2020/10/15,20.72916666666666
2020/10/16,20.870833333333334
2020/10/17,19.8875
2020/10/18,21.49166666666667
2020/10/19,22.679166666666664
2020/10/20,23.962500000000002
2020/10/21,23.354166666666668
2020/10/22,22.254166666666666
2020/10/23,22.662499999999998
2020/10/24,22.625
2020/10/25,22.77916666666667
2020/10/26,23.40833333333333
2020/10/27,23.57916666666667
2020/10/28,23.17916666666667
2020/10/29,21.620833333333337
2020/10/30,19.208333333333336
2020/10/31,18.87083333333333
2020/11/01,19.2125
2020/11/02,19.258333333333336
2020/11/03,19.770833333333332
2020/11/04,18.166666666666668
2020/11/05,18.075
2020/11/06,19.429166666666664
2020/11/07,21.395833333333332
2020/11/08,23.09166666666667
2020/11/09,20.987499999999997
2020/11/10,21.220833333333335
2020/11/11,23.066666666666666
2020/11/12,23.791666666666668
2020/11/13,22.94583333333333
2020/11/14,24.39583333333333
2020/11/15,25.666666666666668
2020/11/16,24.183333333333337
2020/11/17,22.45833333333333
2020/11/18,20.82083333333333
2020/11/19,18.652173913043477
2020/11/20,19.354166666666668
2020/11/21,20.120833333333334
2020/11/22,21.704166666666666
2020/11/23,23.224999999999998
2020/11/24,23.700000000000003
2020/11/25,24.650000000000006
2020/11/26,25.787499999999998
2020/11/27,24.329166666666666
2020/11/28,25.312500000000004
2020/11/29,25.733333333333334
2020/11/30,25.04583333333333
2020/12/01,23.02916666666667
2020/12/02,23.145833333333332
2020/12/03,24.82916666666667
2020/12/04,25.004166666666666
2020/12/05,21.21666666666666
2020/12/06,18.937500000000004
2020/12/07,20.016666666666666
2020/12/08,22.97083333333333
2020/12/09,23.416666666666668
2020/12/10,24.170833333333338
2020/12/11,25.649999999999995
2020/12/12,25.799999999999997
2020/12/13,25.07083333333333
2020/12/14,24.308333333333334
2020/12/15,21.96666666666667
2020/12/16,25.38333333333333
2020/12/17,23.183333333333337
2020/12/18,23.8
2020/12/19,25.387500000000003
2020/12/20,25.554166666666664
2020/12/21,23.6125
2020/12/22,22.604166666666668
2020/12/23,23.495833333333334
2020/12/24,24.30416666666667
2020/12/25,23.712500000000002
2020/12/26,23.704166666666662
2020/12/27,22.52083333333333
2020/12/28,23.4375
2020/12/29,24.537499999999994
2020/12/30,26.24166666666667
2020/12/31,26.89583333333333
